1,44,21,1
2,33,73,1
3,32,17,1
4,3,66,1
5,45,46,1
6,98,56,1
7,64,72,1
8,65,19,1
9,13,85,1
10,52,24,1
11,69,48,1
12,63,96,1
13,92,64,1
14,15,43,1
15,87,94,1
16,99,34,1
17,21,66,1
18,67,95,1
19,13,78,1
20,50,76,1
21,87,47,1
22,95,44,1
23,70,91,1
24,44,1,1
25,44,85,1
26,82,47,1
27,61,33,1
28,10,45,1
29,11,38,1
30,73,37,1
31,65,45,1
32,97,4,1
33,34,51,1
34,91,20,1
35,51,68,1
36,69,87,1
37,35,75,1
38,39,43,1
39,89,90,1
40,3,62,1
41,7,89,1
42,32,25,1
43,10,65,1
44,6,96,1
45,59,64,1
46,85,27,1
47,97,25,1
48,56,14,1
49,68,38,1
50,46,18,1
51,37,9,1
52,16,81,1
53,95,34,1
54,44,35,1
55,33,68,1
56,66,28,1
57,6,25,1
58,4,73,1
59,5,45,1
60,69,5,1
61,49,95,1
62,98,37,1
63,39,10,1
64,36,16,1
65,93,21,1
66,91,35,1
67,36,64,1
68,75,11,1
69,69,88,1
70,4,36,1
71,43,56,1
72,46,41,1
73,54,89,1
74,35,40,1
75,87,11,1
76,67,28,1
77,8,85,1
78,54,70,1
79,48,6,1
80,17,99,1
81,94,34,1
82,17,68,1
83,33,83,1
84,56,45,1
85,50,22,1
86,64,32,1
87,79,43,1
88,65,18,1
89,70,51,1
90,13,87,1
91,99,75,1
92,91,36,1
93,92,21,1
94,76,99,1
95,93,50,1
96,90,55,1
97,35,24,1
98,74,99,1
99,54,13,1
100,99,73,1
101,58,74,1
102,86,17,1
103,64,76,1
104,18,42,1
105,70,28,1
106,55,28,1
107,14,72,1
108,31,49,1
109,84,31,1
110,95,77,1
111,80,12,1
112,58,79,1
113,56,31,1
114,72,2,1
115,34,83,1
116,54,53,1
117,94,96,1
118,31,19,1
119,86,3,1
120,81,46,1
121,59,60,1
122,70,14,1
123,79,9,1
124,76,37,1
125,84,56,1
126,54,38,1
127,72,83,1
128,31,14,1
129,96,69,1
130,59,4,1
131,76,85,1
132,61,90,1
133,44,41,1
134,40,25,1
135,61,7,1
136,99,91,1
137,42,13,1
138,44,22,1
139,67,51,1
140,27,9,1
141,66,83,1
142,38,68,1
143,6,78,1
144,64,39,1
145,39,84,1
146,66,65,1
147,8,15,1
148,94,85,1
149,14,26,1
150,58,6,1
151,13,51,1
152,48,97,1
153,98,43,1
154,41,34,1
155,19,85,1
156,23,3,1
157,39,16,1
158,32,66,1
159,16,62,1
160,67,84,1
161,59,92,1
162,51,87,1
163,35,29,1
164,43,89,1
165,30,55,1
166,93,80,1
167,61,50,1
168,75,34,1
169,94,64,1
170,51,61,1
171,72,63,1
172,91,87,1
173,5,18,1
174,59,43,1
175,43,83,1
176,63,54,1
177,71,89,1
178,10,43,1
179,35,65,1
180,54,45,1
181,98,52,1
182,42,19,1
183,3,25,1
184,77,40,1
185,60,43,1
186,47,41,1
187,74,71,1
188,91,37,1
189,57,39,1
190,98,42,1
191,40,29,1
192,68,57,1
193,71,59,1
194,20,46,1
195,21,53,1
196,57,94,1
197,77,81,1
198,35,69,1
199,2,42,1
200,21,5,1
201,91,76,1
202,50,53,1
203,15,90,1
204,49,2,1
205,85,8,1
206,7,24,1
207,83,7,1
208,75,13,1
209,97,67,1
210,99,92,1
211,51,64,1
212,88,23,1
213,47,45,1
214,58,46,1
215,80,65,1
216,50,12,1
217,46,83,1
218,65,97,1
219,87,58,1
220,36,8,1
221,66,10,1
222,92,38,1
223,89,43,1
1,43,20,2
2,33,72,2
3,32,18,2
4,3,67,2
5,45,46,2
6,97,55,2
7,64,72,2
8,64,18,2
9,13,86,2
10,52,24,2
11,69,47,2
12,64,95,2
13,92,63,2
14,14,43,2
15,86,95,2
16,98,34,2
17,21,66,2
18,66,95,2
19,13,79,2
20,49,77,2
21,86,47,2
22,95,45,2
23,70,92,2
24,44,2,2
25,45,84,2
26,82,46,2
27,62,34,2
28,10,45,2
29,10,38,2
30,74,36,2
31,65,45,2
32,98,3,2
33,35,51,2
34,93,20,2
35,50,67,2
36,68,88,2
37,34,76,2
38,38,43,2
39,88,90,2
40,3,62,2
41,6,89,2
42,32,26,2
43,11,64,2
44,7,97,2
45,58,63,2
46,85,28,2
47,96,26,2
48,57,15,2
49,68,38,2
50,46,17,2
51,36,9,2
52,15,81,2
53,95,34,2
54,43,35,2
55,34,68,2
56,66,29,2
57,6,26,2
58,5,72,2
59,6,45,2
60,68,5,2
61,50,95,2
62,99,36,2
63,38,10,2
64,37,17,2
65,92,22,2
66,92,35,2
67,35,63,2
68,76,12,2
69,69,89,2
70,4,36,2
71,42,56,2
72,47,42,2
73,55,90,2
74,35,39,2
75,87,12,2
76,68,27,2
77,8,85,2
78,53,70,2
79,49,7,2
80,18,99,2
81,93,34,2
82,17,67,2
83,33,84,2
84,57,46,2
85,51,22,2
86,64,33,2
87,79,42,2
88,65,17,2
89,70,52,2
90,13,88,2
91,98,75,2
92,91,35,2
93,91,20,2
94,77,98,2
95,93,49,2
96,91,55,2
97,36,24,2
98,74,99,2
99,55,13,2
100,98,73,2
101,57,75,2
102,87,17,2
103,63,75,2
104,18,42,2
105,69,28,2
106,56,27,2
107,15,73,2
108,31,48,2
109,84,31,2
110,94,78,2
111,80,12,2
112,57,79,2
113,56,32,2
114,72,3,2
115,33,82,2
116,54,54,2
117,93,95,2
118,30,19,2
119,86,3,2
120,81,46,2
121,58,60,2
122,69,15,2
123,78,9,2
124,77,36,2
125,84,55,2
126,55,39,2
127,72,82,2
128,32,13,2
129,96,69,2
130,60,4,2
131,76,84,2
132,60,89,2
133,43,40,2
134,41,25,2
135,61,7,2
136,99,91,2
137,42,12,2
138,43,23,2
139,66,51,2
140,26,9,2
141,65,84,2
142,39,69,2
143,6,78,2
144,65,39,2
145,38,83,2
146,67,65,2
147,7,14,2
148,95,84,2
