2,103,1
6,319,1
7,83,1
16,202,1
18,192,1
24,337,1
28,31,1
31,28,1
31,272,1
36,181,1
44,146,1
45,214,1
48,110,1
48,116,1
48,289,1
49,132,1
74,171,1
76,310,1
78,280,1
83,7,1
84,238,1
92,324,1
103,2,1
110,48,1
110,289,1
116,48,1
120,221,1
132,49,1
135,136,1
136,135,1
140,259,1
146,44,1
162,318,1
165,228,1
171,74,1
175,185,1
175,309,1
178,325,1
181,36,1
185,175,1
189,214,1
189,313,1
191,304,1
192,18,1
197,294,1
202,16,1
204,216,1
205,245,1
206,294,1
214,45,1
214,189,1
216,204,1
221,120,1
223,236,1
228,165,1
231,328,1
236,223,1
237,297,1
238,84,1
245,205,1
245,333,1
259,140,1
269,285,1
272,31,1
279,332,1
280,78,1
282,301,1
285,269,1
289,48,1
289,110,1
294,197,1
294,206,1
297,237,1
301,282,1
304,191,1
309,175,1
310,76,1
313,189,1
318,162,1
319,6,1
324,92,1
325,178,1
328,231,1
332,279,1
333,245,1
337,24,1
5,255,2
10,179,2
13,124,2
13,189,2
29,230,2
43,91,2
43,336,2
45,313,2
47,335,2
48,110,2
48,289,2
51,121,2
59,335,2
67,135,2
91,43,2
91,336,2
110,48,2
119,145,2
121,51,2
124,13,2
124,189,2
135,67,2
135,136,2
142,272,2
145,119,2
162,209,2
162,290,2
175,185,2
176,240,2
179,10,2
181,284,2
183,208,2
189,13,2
189,124,2
189,214,2
189,313,2
197,308,2
208,183,2
209,162,2
214,45,2
214,189,2
214,313,2
230,29,2
240,176,2
255,5,2
267,277,2
272,142,2
277,267,2
284,181,2
286,340,2
289,48,2
290,162,2
296,298,2
298,296,2
300,334,2
308,197,2
313,45,2
313,189,2
313,214,2
334,300,2
335,47,2
335,59,2
336,43,2
336,91,2
340,286,2
31,28,3
32,203,3
43,91,3
43,336,3
48,110,3
89,267,3
91,43,3
91,336,3
93,101,3
100,250,3
101,93,3
135,67,3
140,270,3
166,327,3
189,13,3
194,204,3
203,32,3
203,318,3
204,194,3
209,290,3
221,224,3
224,221,3
229,275,3
242,263,3
243,289,3
250,100,3
263,242,3
267,89,3
270,140,3
271,322,3
275,229,3
289,243,3
290,209,3
313,45,3
313,214,3
318,203,3
322,271,3
327,166,3
336,43,3
336,91,3
5,339,4
13,214,4
25,111,4
25,160,4
32,318,4
43,91,4
43,336,4
45,189,4
45,214,4
45,313,4
50,82,4
50,163,4
82,50,4
82,163,4
91,43,4
91,336,4
95,170,4
104,155,4
104,199,4
106,176,4
109,213,4
111,25,4
120,224,4
124,165,4
135,136,4
148,307,4
155,104,4
155,249,4
160,25,4
163,50,4
163,82,4
165,124,4
170,95,4
176,106,4
178,305,4
180,288,4
189,45,4
189,214,4
189,313,4
199,104,4
213,109,4
214,13,4
214,45,4
214,189,4
221,120,4
221,224,4
224,120,4
224,221,4
226,274,4
241,298,4
249,155,4
267,277,4
274,226,4
288,180,4
290,162,4
290,209,4
298,241,4
305,178,4
307,148,4
313,45,4
313,189,4
318,32,4
336,43,4
336,91,4
339,5,4
3,268,5
5,235,5
5,339,5
32,203,5
32,318,5
45,189,5
45,313,5
67,136,5
74,133,5
105,315,5
110,289,5
122,196,5
124,228,5
126,161,5
128,331,5
133,74,5
133,320,5
135,67,5
135,136,5
136,67,5
136,135,5
161,126,5
178,325,5
180,261,5
189,45,5
189,313,5
196,122,5
203,32,5
209,318,5
228,124,5
235,5,5
235,339,5
261,180,5
268,3,5
289,110,5
289,243,5
290,162,5
313,45,5
313,189,5
315,105,5
318,209,5
320,133,5
331,128,5
336,43,5
339,235,5
7,54,6
13,189,6
13,214,6
23,217,6
37,42,6
42,37,6
43,91,6
43,336,6
54,7,6
67,135,6
67,136,6
74,136,6
91,43,6
91,336,6
108,131,6
131,108,6
135,67,6
135,136,6
136,67,6
136,74,6
136,135,6
145,171,6
155,199,6
155,249,6
171,145,6
189,13,6
189,214,6
199,155,6
206,308,6
214,13,6
214,189,6
217,23,6
275,337,6
280,301,6
298,296,6
301,280,6
308,206,6
318,32,6
318,209,6
336,91,6
337,275,6
1,130,7
5,235,7
28,142,7
40,312,7
41,230,7
43,68,7
43,91,7
45,175,7
57,70,7
62,329,7
64,306,7
65,141,7
68,43,7
70,57,7
71,140,7
74,320,7
77,304,7
91,43,7
91,336,7
108,284,7
110,243,7
115,121,7
121,115,7
127,257,7
130,1,7
136,74,7
140,71,7
141,65,7
142,28,7
153,265,7
162,209,7
162,266,7
163,50,7
165,228,7
170,309,7
175,45,7
209,162,7
214,13,7
228,165,7
230,41,7
235,5,7
235,339,7
243,110,7
257,127,7
265,153,7
266,162,7
281,301,7
284,108,7
301,281,7
304,77,7
306,64,7
308,197,7
309,170,7
312,40,7
314,323,7
320,74,7
323,314,7
329,62,7
4,49,8
5,339,8
13,189,8
18,55,8
21,82,8
29,240,8
39,84,8
43,68,8
43,91,8
48,289,8
49,4,8
55,18,8
62,137,8
67,320,8
68,91,8
71,270,8
74,136,8
82,21,8
84,39,8
86,146,8
91,43,8
91,68,8
124,214,8
136,67,8
136,74,8
136,320,8
137,62,8
140,150,8
142,272,8
146,86,8
150,140,8
162,209,8
162,266,8
168,174,8
174,168,8
187,304,8
189,13,8
197,264,8
199,249,8
214,124,8
240,29,8
249,199,8
255,273,8
264,197,8
269,276,8
270,71,8
273,255,8
276,269,8
289,48,8
298,241,8
304,187,8
312,338,8
320,67,8
320,136,8
338,312,8
339,5,8
2,201,9
13,214,9
24,298,9
44,233,9
56,164,9
60,156,9
62,329,9
67,145,9
67,320,9
77,187,9
77,304,9
86,211,9
89,277,9
105,226,9
131,284,9
136,74,9
138,307,9
145,67,9
156,60,9
162,209,9
164,56,9
184,332,9
187,77,9
187,304,9
201,2,9
209,318,9
211,86,9
214,13,9
214,124,9
222,292,9
226,105,9
233,44,9
259,270,9
270,259,9
277,89,9
284,131,9
292,222,9
298,24,9
298,241,9
304,77,9
304,187,9
307,138,9
320,67,9
332,184,9
13,124,10
25,150,10
40,216,10
46,310,10
67,145,10
70,253,10
71,206,10
73,83,10
77,187,10
82,163,10
83,73,10
86,146,10
86,211,10
90,207,10
101,309,10
124,13,10
150,25,10
152,169,10
155,283,10
160,195,10
163,82,10
169,152,10
187,77,10
195,160,10
206,71,10
207,90,10
216,40,10
249,155,10
253,70,10
277,267,10
283,155,10
284,108,10
290,318,10
309,101,10
310,46,10
318,290,10
16,128,11
24,241,11
24,298,11
26,52,11
49,132,11
52,26,11
65,186,11
69,92,11
86,146,11
86,211,11
91,336,11
92,69,11
97,113,11
102,244,11
109,265,11
113,97,11
121,51,11
128,16,11
136,320,11
142,28,11
146,211,11
150,259,11
169,303,11
186,65,11
211,146,11
216,312,11
241,24,11
244,102,11
247,296,11
249,283,11
259,150,11
259,270,11
265,109,11
283,249,11
287,299,11
296,247,11
298,24,11
299,287,11
303,169,11
312,216,11
320,136,11
339,235,11
7,258,12
13,45,12
13,124,12
25,140,12
25,259,12
35,289,12
40,312,12
45,13,12
53,189,12
57,253,12
68,336,12
91,43,12
121,115,12
128,331,12
129,320,12
140,25,12
140,259,12
150,270,12
187,335,12
189,53,12
211,86,12
226,274,12
253,57,12
258,7,12
259,25,12
259,140,12
265,153,12
270,150,12
284,131,12
289,35,12
307,148,12
312,40,12
320,129,12
320,136,12
335,187,12
336,68,12
339,5,12
339,235,12
25,206,13
26,50,13
26,52,13
27,172,13
32,209,13
39,123,13
42,143,13
50,26,13
50,52,13
52,50,13
68,91,13
74,326,13
76,167,13
77,335,13
91,68,13
123,39,13
130,211,13
143,42,13
167,76,13
172,27,13
206,25,13
209,32,13
211,130,13
230,240,13
240,230,13
284,108,13
320,129,13
320,136,13
326,74,13
335,77,13
335,187,13
4,132,14
25,140,14
25,206,14
26,50,14
35,273,14
50,26,14
55,192,14
57,70,14
70,57,14
70,253,14
71,140,14
83,258,14
86,130,14
92,324,14
103,146,14
113,293,14
130,86,14
132,4,14
132,49,14
134,144,14
140,25,14
140,71,14
144,134,14
146,103,14
150,259,14
192,55,14
253,70,14
258,83,14
259,150,14
265,109,14
265,153,14
273,35,14
276,285,14
285,276,14
293,113,14
312,216,14
320,129,14
320,136,14
335,77,14
335,187,14
17,292,15
18,192,15
18,322,15
21,227,15
28,272,15
29,176,15
35,255,15
47,96,15
55,18,15
57,253,15
69,324,15
70,57,15
70,253,15
71,206,15
92,69,15
92,324,15
94,284,15
96,47,15
97,303,15
107,285,15
107,295,15
108,131,15
127,194,15
131,108,15
132,4,15
140,206,15
147,330,15
150,270,15
176,29,15
192,18,15
194,127,15
206,71,15
206,140,15
215,327,15
224,327,15
227,21,15
253,57,15
253,70,15
255,35,15
272,28,15
284,94,15
285,107,15
285,276,15
292,17,15
295,107,15
303,97,15
304,335,15
312,40,15
312,216,15
320,129,15
322,18,15
324,69,15
324,92,15
327,215,15
327,224,15
330,147,15
335,77,15
335,304,15
1,123,16
18,192,16
28,142,16
34,299,16
71,140,16
75,279,16
77,187,16
116,252,16
123,1,16
135,145,16
138,148,16
140,71,16
145,135,16
148,138,16
162,167,16
162,266,16
167,162,16
176,106,16
178,305,16
187,77,16
203,318,16
214,228,16
228,214,16
252,116,16
265,109,16
279,75,16
299,34,16
318,203,16
324,69,16
324,92,16
3,314,17
32,41,17
41,32,17
41,318,17
45,124,17
84,123,17
89,267,17
123,84,17
124,45,17
136,326,17
140,206,17
141,332,17
146,201,17
158,160,17
160,158,17
161,333,17
162,167,17
162,266,17
191,321,17
201,146,17
217,238,17
238,217,17
265,153,17
267,89,17
299,287,17
314,3,17
318,41,17
320,136,17
321,191,17
324,69,17
326,136,17
332,141,17
333,161,17
13,53,18
22,26,18
25,197,18
26,22,18
41,32,18
43,136,18
50,52,18
53,13,18
94,158,18
114,121,18
121,114,18
123,39,18
123,84,18
124,228,18
125,266,18
136,43,18
146,103,18
158,94,18
165,275,18
184,225,18
193,212,18
197,25,18
212,193,18
225,184,18
228,124,18
266,125,18
275,165,18
299,34,18
2,127,19
9,66,19
15,104,19
22,50,19
25,206,19
28,272,19
31,142,19
33,338,19
35,273,19
38,316,19
42,78,19
50,22,19
66,9,19
68,302,19
74,91,19
78,42,19
91,74,19
91,302,19
94,160,19
95,309,19
99,209,19
104,15,19
105,315,19
125,162,19
125,266,19
127,2,19
138,307,19
140,71,19
142,31,19
146,201,19
158,284,19
160,94,19
162,125,19
165,214,19
165,275,19
173,254,19
187,321,19
206,25,19
209,99,19
214,165,19
214,275,19
219,223,19
223,219,19
244,286,19
254,173,19
275,214,19
284,158,19
286,244,19
302,68,19
302,91,19
307,138,19
309,95,19
316,38,19
321,187,19
338,33,19
71,206,20
72,317,20
74,320,20
120,308,20
125,161,20
132,49,20
138,148,20
138,307,20
146,103,20
146,201,20
152,303,20
161,125,20
190,193,20
193,190,20
206,71,20
226,306,20
245,205,20
269,295,20
275,165,20
295,269,20
299,287,20
303,152,20
306,226,20
308,120,20
312,40,20
317,72,20
320,74,20
22,26,21
49,126,21
49,132,21
50,52,21
69,92,21
92,69,21
94,284,21
100,180,21
107,248,21
126,49,21
130,232,21
144,189,21
145,326,21
151,157,21
157,151,21
161,266,21
162,167,21
169,210,21
180,100,21
187,77,21
189,144,21
210,169,21
232,130,21
248,107,21
266,161,21
275,214,21
284,94,21
306,315,21
312,216,21
315,306,21
321,191,21
326,145,21
10,115,22
14,81,22
19,183,22
32,76,22
41,76,22
44,146,22
56,95,22
76,32,22
76,41,22
81,14,22
95,56,22
95,170,22
95,309,22
97,113,22
104,295,22
113,97,22
115,10,22
117,144,22
117,189,22
124,45,22
124,228,22
144,117,22
145,135,22
146,44,22
147,260,22
148,307,22
170,95,22
170,309,22
183,19,22
189,117,22
197,206,22
206,197,22
217,218,22
217,238,22
218,217,22
228,313,22
260,147,22
275,165,22
275,214,22
295,104,22
307,148,22
309,170,22
312,40,22
313,228,22
20,247,23
21,82,23
21,227,23
25,197,23
32,41,23
32,76,23
41,32,23
49,126,23
49,132,23
71,120,23
71,270,23
76,32,23
82,21,23
91,320,23
92,324,23
120,71,23
120,270,23
124,45,23
130,146,23
135,326,23
146,130,23
161,125,23
161,266,23
197,25,23
247,20,23
270,71,23
270,120,23
273,289,23
284,158,23
287,300,23
289,273,23
294,308,23
300,287,23
306,226,23
308,294,23
309,95,23
315,105,23
320,91,23
324,92,23
326,135,23
327,166,23
15,159,24
15,295,24
32,41,24
44,103,24
44,146,24
45,228,24
49,126,24
61,145,24
63,311,24
70,158,24
86,232,24
103,44,24
104,15,24
104,295,24
119,129,24
123,1,24
124,228,24
124,275,24
126,132,24
129,119,24
130,86,24
130,146,24
132,126,24
135,145,24
136,326,24
145,61,24
145,135,24
146,44,24
146,130,24
155,208,24
158,70,24
159,15,24
201,257,24
203,324,24
208,155,24
228,45,24
228,124,24
229,249,24
232,86,24
249,229,24
257,201,24
270,71,24
275,124,24
284,94,24
287,299,24
295,15,24
295,104,24
311,63,24
314,323,24
324,203,24
326,136,24
15,104,25
21,178,25
29,240,25
36,131,25
40,216,25
40,312,25
44,103,25
75,208,25
80,260,25
86,130,25
100,245,25
104,15,25
104,159,25
104,295,25
130,86,25
131,36,25
159,104,25
161,333,25
167,290,25
178,21,25
182,246,25
199,283,25
208,75,25
208,155,25
216,40,25
216,312,25
237,317,25
240,29,25
245,100,25
246,182,25
260,80,25
270,120,25
273,35,25
281,291,25
283,199,25
290,167,25
291,281,25
312,216,25
317,237,25
8,54,26
15,295,26
22,319,26
25,140,26
28,142,26
36,108,26
40,216,26
40,312,26
44,146,26
45,313,26
54,8,26
61,135,26
69,324,26
72,133,26
74,91,26
76,318,26
91,74,26
92,69,26
92,203,26
92,324,26
95,170,26
100,180,26
100,245,26
108,36,26
122,199,26
123,328,26
133,72,26
135,61,26
135,171,26
140,25,26
142,28,26
146,44,26
165,214,26
170,95,26
171,135,26
175,185,26
175,234,26
178,227,26
193,212,26
197,206,26
199,122,26
203,92,26
203,324,26
208,75,26
214,165,26
214,275,26
216,40,26
224,221,26
227,178,26
228,45,26
234,175,26
245,205,26
253,57,26
275,214,26
295,15,26
295,104,26
299,34,26
300,334,26
312,40,26
313,45,26
314,3,26
318,76,26
319,22,26
324,69,26
324,92,26
324,203,26
328,123,26
21,227,27
25,197,27
40,198,27
40,312,27
44,86,27
44,146,27
45,228,27
65,88,27
66,168,27
68,149,27
69,203,27
71,150,27
86,44,27
88,65,27
100,180,27
100,245,27
128,16,27
135,61,27
135,171,27
149,68,27
150,71,27
168,66,27
175,185,27
175,234,27
185,234,27
197,25,27
198,40,27
201,233,27
203,69,27
204,312,27
208,155,27
214,165,27
227,21,27
228,313,27
233,201,27
234,185,27
245,100,27
245,205,27
254,336,27
269,276,27
273,289,27
275,313,27
276,269,27
295,15,27
312,204,27
313,228,27
313,275,27
314,323,27
324,92,27
336,254,27
22,26,28
24,173,28
25,140,28
25,197,28
35,289,28
39,328,28
44,86,28
49,161,28
61,145,28
66,9,28
66,168,28
69,92,28
84,218,28
92,69,28
92,324,28
96,191,28
108,131,28
109,153,28
113,293,28
130,211,28
131,108,28
140,197,28
145,61,28
150,259,28
153,109,28
155,183,28
161,49,28
173,24,28
178,305,28
183,155,28
191,96,28
197,140,28
217,23,28
218,84,28
228,45,28
234,175,28
245,100,28
273,35,28
273,289,28
289,35,28
289,273,28
302,320,28
312,40,28
312,204,28
320,302,28
328,39,28
12,56,29
36,131,29
40,204,29
40,312,29
45,144,29
45,228,29
56,12,29
56,95,29
66,9,29
66,168,29
93,164,29
95,56,29
97,293,29
102,297,29
107,276,29
108,36,29
108,131,29
125,266,29
126,296,29
130,232,29
131,36,29
131,108,29
144,45,29
161,333,29
164,93,29
175,185,29
185,175,29
197,206,29
204,40,29
232,130,29
245,205,29
248,276,29
266,125,29
275,124,29
276,107,29
276,248,29
287,300,29
289,35,29
289,273,29
293,97,29
295,104,29
296,126,29
297,102,29
300,287,29
312,40,29
12,95,30
22,319,30
25,140,30
36,108,30
40,204,30
45,144,30
49,333,30
61,135,30
61,145,30
75,155,30
75,183,30
95,12,30
108,36,30
124,228,30
124,275,30
135,61,30
140,25,30
151,166,30
155,75,30
155,183,30
155,208,30
166,151,30
170,309,30
177,340,30
183,75,30
183,155,30
197,308,30
206,308,30
228,124,30
245,100,30
245,205,30
266,290,30
276,107,30
289,35,30
290,266,30
308,197,30
308,206,30
309,170,30
333,49,30
333,161,30
340,177,30
1,328,31
9,168,31
10,11,31
11,10,31
15,283,31
23,84,31
26,319,31
31,192,31
36,131,31
40,312,31
61,135,31
61,145,31
75,155,31
75,183,31
75,208,31
81,128,31
84,23,31
100,180,31
100,245,31
107,248,31
108,131,31
124,228,31
124,275,31
128,81,31
131,36,31
131,108,31
135,145,31
145,135,31
150,71,31
155,75,31
155,208,31
168,9,31
183,75,31
183,208,31
192,31,31
208,75,31
208,155,31
208,183,31
245,100,31
248,107,31
266,125,31
274,307,31
283,15,31
289,273,31
307,274,31
308,197,31
319,26,31
328,1,31
13,101,32
15,249,32
30,178,32
30,227,32
31,271,32
42,339,32
49,126,32
83,73,32
100,180,32
100,245,32
101,13,32
124,228,32
124,275,32
126,49,32
134,207,32
135,136,32
135,145,32
136,135,32
136,145,32
145,136,32
178,30,32
180,245,32
189,228,32
191,321,32
201,257,32
207,134,32
208,75,32
227,30,32
228,189,32
233,257,32
245,180,32
248,276,32
249,15,32
257,233,32
271,31,32
276,248,32
289,35,32
319,22,32
339,42,32
30,178,33
48,116,33
69,324,33
70,94,33
75,155,33
94,70,33
98,267,33
100,180,33
101,309,33
116,48,33
124,189,33
133,326,33
135,136,33
136,135,33
136,145,33
150,206,33
155,75,33
180,100,33
181,253,33
189,124,33
189,228,33
195,270,33
206,150,33
214,337,33
235,288,33
253,181,33
257,201,33
257,233,33
267,98,33
270,195,33
287,334,33
288,235,33
289,273,33
309,101,33
309,170,33
324,69,33
326,133,33
334,287,33
337,214,33
15,283,34
23,218,34
25,206,34
46,288,34
84,123,34
89,98,34
98,89,34
100,245,34
108,177,34
123,84,34
131,177,34
135,145,34
136,135,34
145,135,34
159,166,34
166,159,34
177,108,34
177,131,34
178,227,34
182,292,34
206,25,34
218,23,34
