14,21,1
15,16,1
16,15,1
18,142,1
21,14,1
28,38,1
38,28,1
43,56,1
45,128,1
48,95,1
54,75,1
56,43,1
75,54,1
90,94,1
94,90,1
95,48,1
100,116,1
101,106,1
106,101,1
109,124,1
116,100,1
124,109,1
128,45,1
142,18,1
104,142,2
142,104,2
6,59,3
15,64,3
55,115,3
59,6,3
64,15,3
115,55,3
127,146,3
146,127,3
19,119,4
20,24,4
24,20,4
48,112,4
49,86,4
80,138,4
86,49,4
101,121,4
112,48,4
119,19,4
121,101,4
138,80,4
12,121,5
29,77,5
61,122,5
77,29,5
95,112,5
112,95,5
121,12,5
122,61,5
18,104,6
31,52,6
39,107,6
48,95,6
48,112,6
52,31,6
95,48,6
104,18,6
107,39,6
112,48,6
28,78,7
62,72,7
72,62,7
78,28,7
101,106,7
1,118,8
7,111,8
16,118,8
104,142,8
111,7,8
118,1,8
118,16,8
69,73,9
73,69,9
1,64,10
50,146,10
64,1,10
83,145,10
145,83,10
146,50,10
4,96,11
96,4,11
5,22,12
22,5,12
16,64,13
34,124,13
64,16,13
80,135,13
124,34,13
135,80,13
1,16,14
15,67,14
16,1,14
18,105,14
35,138,14
67,15,14
105,18,14
138,35,14
30,87,15
59,137,15
87,30,15
132,144,15
137,59,15
144,132,15
20,58,16
29,123,16
58,20,16
123,29,16
1,64,17
16,64,17
20,24,17
21,107,17
27,53,17
28,38,17
53,27,17
64,1,17
64,16,17
107,21,17
19,83,18
24,58,18
25,72,18
36,147,18
58,24,18
64,1,18
69,118,18
72,25,18
79,104,18
83,19,18
104,79,18
118,69,18
147,36,18
33,137,20
35,80,20
80,35,20
137,33,20
19,145,21
35,138,21
86,96,21
96,86,21
145,19,21
2,87,22
14,89,22
19,83,22
77,123,22
87,2,22
89,14,22
123,77,22
141,147,22
147,141,22
33,59,23
45,96,23
59,33,23
83,102,23
96,45,23
96,86,23
102,83,23
104,142,23
146,127,23
35,80,24
96,45,24
83,19,25
48,95,27
60,138,27
67,121,27
83,119,27
119,83,27
121,67,27
138,60,27
89,107,29
107,89,29
113,136,29
136,113,29
1,67,30
28,78,30
67,1,30
57,90,31
57,94,31
61,130,31
80,103,31
90,57,31
94,57,31
103,80,31
130,61,31
6,30,32
30,6,32
64,88,32
88,64,32
90,112,32
112,90,32
51,123,34
123,51,34
14,132,35
18,120,35
21,89,35
38,78,35
78,38,35
89,21,35
90,94,35
94,90,35
104,105,35
105,104,35
120,18,35
132,14,35
1,121,36
116,137,36
121,1,36
137,116,36
24,60,37
35,103,37
46,144,37
60,24,37
64,16,37
103,35,37
144,46,37
94,57,38
104,142,38
4,84,39
29,51,39
51,29,39
84,4,39
89,107,39
6,116,40
35,135,40
51,86,40
86,51,40
92,145,40
97,138,40
116,6,40
135,35,40
138,97,40
145,92,40
15,64,41
18,104,41
29,134,41
41,49,41
49,41,41
51,29,41
51,86,41
64,15,41
104,18,41
134,29,41
21,107,42
29,51,42
29,134,42
51,29,42
51,86,42
104,105,42
107,21,42
147,36,42
29,51,43
51,29,43
51,134,43
104,142,43
134,51,43
51,29,44
83,92,44
83,145,44
92,83,44
92,145,44
103,138,44
