37,55,1
55,37,1
59,98,1
59,115,1
98,59,1
98,115,1
115,59,1
115,98,1
24,35,2
35,24,2
59,98,2
98,59,2
98,115,2
101,120,2
120,101,2
1,32,3
10,19,3
11,110,3
19,10,3
32,1,3
33,117,3
57,116,3
98,59,3
110,11,3
116,57,3
117,33,3
49,72,4
72,49,4
87,105,4
105,87,4
8,32,5
13,30,5
30,13,5
32,8,5
41,65,5
65,41,5
19,67,6
67,19,6
19,10,7
63,65,7
65,63,7
75,103,7
103,75,7
7,78,8
33,106,8
34,81,8
78,7,8
81,34,8
83,118,8
106,33,8
118,83,8
12,44,9
12,80,9
17,42,9
19,67,9
20,85,9
42,17,9
44,12,9
80,12,9
85,20,9
95,100,9
100,95,9
106,117,9
117,106,9
9,114,10
10,11,10
11,10,10
12,44,10
74,91,10
86,116,10
91,74,10
114,9,10
116,86,10
11,67,11
67,11,11
13,14,12
14,13,12
32,64,12
39,102,12
64,32,12
65,41,12
102,39,12
22,96,13
33,117,13
96,22,13
106,33,13
106,117,13
117,33,13
117,106,13
10,40,14
21,53,14
31,72,14
40,10,14
53,21,14
72,31,14
117,33,14
5,70,15
19,110,15
33,106,15
33,117,15
70,5,15
106,33,15
110,19,15
19,67,16
33,106,16
67,19,16
76,101,16
101,76,16
106,117,16
117,106,16
106,33,17
2,37,18
2,55,18
3,107,18
37,2,18
37,55,18
55,2,18
55,37,18
64,70,18
70,64,18
72,74,18
74,72,18
107,3,18
2,37,19
2,55,19
20,99,19
37,2,19
37,55,19
55,2,19
55,37,19
80,116,19
99,20,19
116,80,19
19,111,20
55,2,20
55,37,20
64,32,20
72,31,20
111,19,20
38,48,21
45,102,21
48,38,21
55,2,21
64,70,21
73,94,21
75,89,21
89,75,21
94,73,21
102,45,21
11,19,22
11,111,22
19,11,22
20,119,22
102,39,22
102,45,22
111,11,22
119,20,22
4,71,23
6,53,23
11,19,23
39,45,23
39,102,23
42,66,23
45,39,23
49,91,23
53,6,23
64,32,23
66,42,23
71,4,23
91,49,23
102,39,23
11,111,24
19,111,24
22,85,24
24,123,24
32,70,24
64,70,24
70,32,24
70,64,24
85,22,24
111,19,24
123,24,24
11,19,25
11,111,25
19,11,25
19,111,25
45,102,25
70,32,25
102,45,25
111,11,25
111,19,25
56,77,26
77,56,26
11,19,27
19,11,27
57,80,27
80,57,27
85,99,27
99,85,27
19,111,28
50,90,28
90,50,28
10,67,29
67,10,29
89,103,30
102,39,30
102,45,30
103,89,30
12,57,31
30,123,31
57,12,31
123,30,31
1,5,32
2,116,32
5,1,32
116,2,32
2,86,33
2,116,33
3,23,33
23,3,33
57,80,33
79,113,33
86,2,33
86,116,33
113,79,33
116,86,33
7,35,34
35,7,34
57,12,34
2,86,35
12,80,35
21,92,35
80,12,35
86,2,35
86,116,35
92,21,35
20,85,36
57,80,36
80,57,36
85,20,36
85,99,36
86,2,36
86,116,36
2,12,37
12,2,37
21,37,37
21,92,37
37,21,37
37,92,37
44,106,37
92,37,37
106,44,37
12,55,38
21,37,38
37,21,38
37,92,38
55,12,38
12,57,39
12,80,39
24,78,39
52,121,39
57,12,39
78,24,39
80,12,39
121,52,39
10,120,40
12,55,40
12,80,40
18,47,40
21,92,40
38,46,40
46,38,40
47,18,40
55,57,40
57,55,40
92,21,40
120,10,40
2,80,41
3,107,41
12,57,41
22,99,41
26,84,41
57,12,41
57,55,41
66,112,41
80,2,41
84,26,41
92,37,41
99,22,41
112,66,41
2,12,42
2,55,42
12,2,42
19,67,42
55,2,42
67,19,42
49,74,43
74,49,43
77,116,43
85,20,43
95,122,43
116,77,43
122,95,43
12,80,44
19,110,44
39,45,44
45,39,44
80,12,44
88,106,45
106,88,45
2,80,46
30,78,46
42,60,46
60,42,46
78,30,46
80,2,46
11,110,47
19,40,47
40,19,47
55,57,47
89,75,47
110,11,47
2,55,49
16,47,49
20,22,49
20,85,49
22,20,49
47,16,49
55,2,49
60,112,49
112,60,49
20,22,50
20,85,50
24,35,50
35,24,50
60,42,50
74,91,50
80,12,50
91,74,50
106,44,50
6,92,51
55,57,51
92,6,51
106,33,51
106,44,51
2,12,52
12,2,52
40,67,52
67,40,52
20,22,53
74,49,53
95,98,53
98,95,53
24,30,55
24,35,55
30,24,55
30,35,55
33,62,55
35,30,55
62,33,55
74,91,55
92,96,55
96,92,55
10,76,56
22,85,56
57,92,56
76,10,56
85,22,56
92,57,56
6,96,57
24,30,57
30,24,57
92,96,57
96,6,57
96,92,57
22,20,58
3,54,59
