2	4
2	56
4	58
4	57
6	53
6	84
7	9
7	64
8	16
8	36
8	33
8	75
8	38
8	14
9	16
9	65
9	64
9	7
9	63
10	11
11	10
11	84
11	19
13	10
13	19
14	16
14	71
14	52
14	41
16	37
16	7
16	65
19	13
21	13
22	27
22	29
23	26
23	25
23	39
23	52
23	85
23	101
23	99
23	28
23	70
25	30
27	22
27	47
27	32
29	17
29	47
30	81
30	25
32	47
32	83
32	22
33	36
33	75
34	35
34	36
35	75
35	36
35	63
35	53
37	74
37	34
37	72
37	71
37	73
37	93
37	97
46	47
47	22
47	83
47	82
47	83
47	46
50	35
50	36
50	72
50	52
50	100
50	99
50	40
54	55
55	68
55	54
56	92
57	5
57	2
57	4
57	3
58	2
58	4
62	63
62	64
63	62
65	7
65	16
66	56
66	92
66	67
66	90
67	86
67	66
78	80
83	47
83	22
83	32
84	19
84	6
84	53
84	62
84	16
86	67
86	97
86	105
86	23
88	89
99	92
88	66
90	97
90	92
90	88
90	106
92	67
93	37
98	103
98	50
98	102
100	86
102	104
102	103
102	23
103	104
106	92
106	88
