1	69	111
1	43	121
1	232	165
3	18	91
3	14	138
3	8	151
3	18	221
3	119	417
3	79	436
4	20	26
4	20	42
4	12	51
4	23	58
4	10	77
4	3	96
4	18	104
4	18	131
4	3	141
4	8	170
4	18	186
4	46	261
4	46	295
4	46	315
4	42	331
4	114	395
4	117	399
4	51	441
5	45	128
5	49	312
5	39	354
6	5	131
6	47	188
6	79	298
6	47	308
7	9	142
7	16	174
7	72	432
8	9	6
8	14	89
8	79	361
9	17	182
9	71	273
11	12	21
11	19	53
11	23	85
11	29	241
11	122	275
11	122	287
11	30	351
11	78	395
11	21	433
11	13	441
12	18	17
12	19	92
13	29	24
13	25	50
13	5	176
13	116	370
13	21	406
13	11	444
14	8	89
14	3	136
14	23	246
14	79	318
14	47	327
14	30	410
14	83	426
15	28	87
15	5	95
15	70	135
15	69	168
15	37	301
15	48	369
18	11	34
18	10	72
19	18	31
19	12	91
19	11	128
19	47	143
19	46	432
20	19	5
21	3	25
21	29	73
21	18	121
21	5	196
21	45	380
21	159	397
21	159	449
22	4	30
22	24	40
22	46	113
22	29	142
22	49	155
22	15	233
22	110	300
22	161	335
22	127	388
23	22	6
23	4	42
23	4	59
23	12	81
23	14	177
23	18	200
23	10	254
23	42	353
23	42	395
25	13	58
25	29	69
25	176	193
25	141	261
25	132	296
26	15	12
26	70	101
26	82	247
26	9	342
28	27	10
28	25	23
28	26	56
28	70	109
28	26	156
28	70	163
28	45	173
28	122	189
28	21	224
28	133	236
28	11	245
28	47	311
28	14	333
28	46	394
28	42	421
29	79	101
29	104	370
29	135	406
30	84	116
30	61	126
30	95	258
30	232	280
30	11	350
30	14	410
30	83	427
30	37	436
31	32	6
31	33	34
31	64	79
31	34	83
31	71	111
31	60	158
31	67	171
31	76	200
31	66	213
31	98	240
31	132	249
31	212	286
32	31	6
32	33	71
33	31	23
33	64	48
34	71	86
36	43	24
36	37	60
36	111	90
36	111	144
36	137	156
36	25	168
36	81	192
36	37	202
36	162	358
36	160	365
37	43	16
37	106	174
37	81	183
37	78	230
37	69	274
37	30	353
37	83	425
39	5	352
40	81	43
40	136	80
40	129	112
40	117	172
40	160	10
40	102	245
40	120	346
40	161	379
40	224	443
42	46	336
42	23	406
44	45	23
45	79	16
45	13	79
45	15	133
45	20	149
25	26	221
45	159	366
46	22	113
46	116	196
46	136	224
46	119	256
46	42	307
47	6	190
47	70	212
47	28	284
47	6	309
48	46	6
48	120	254
48	161	281
48	123	296
48	15	410
49	47	90
49	11	108
49	122	150
49	39	282
49	27	397
51	103	31
51	48	193
51	99	385
51	50	407
51	4	436
52	106	13
52	137	64
52	107	79
52	108	116
52	92	410
53	119	71
54	75	46
54	80	141
54	146	161
57	60	328
57	85	380
58	68	206
59	67	16
59	84	59
59	95	81
59	86	132
60	70	20
60	61	65
60	57	322
60	55	341
60	7	365
60	9	427
61	65	56
61	60	65
61	76	94
61	30	126
61	64	186
61	146	228
61	86	246
61	92	397
61	52	403
62	76	446
63	132	96
63	84	396
63	86	411
64	34	31
64	83	66
64	65	131
64	84	161
64	89	204
64	75	325
65	61	74
67	69	2
67	59	29
68	80	149
68	72	175
68	60	186
68	67	190
68	95	204
68	58	208
68	16	325
68	9	347
68	97	402
69	67	3
69	76	12
69	65	28
69	80	43
69	1	109
69	44	246
69	15	314
69	135	364
69	81	378
69	108	417
70	69	14
70	28	114
70	15	135
70	45	149
70	21	201
70	47	215
70	29	229
70	47	315
70	83	371
71	75	55
71	54	63
71	16	201
71	9	222
71	55	351
71	58	362
71	57	385
71	65	409
72	67	134
73	68	217
73	60	240
75	67	65
75	54	96
75	76	371
76	61	94
76	73	283
78	232	2
78	1	90
78	37	224
78	95	309
78	11	395
78	95	435
79	44	12
79	45	47
79	25	83
79	29	96
79	3	147
79	10	220
79	14	235
79	8	360
79	119	402
79	3	450
80	60	48
80	75	77
82	112	13
82	111	45
82	232	86
82	43	135
82	26	266
82	97	337
83	67	26
83	71	34
83	55	59
83	64	70
83	16	228
83	71	240
83	70	369
83	37	424
84	61	232
85	83	85
86	59	135
88	89	3
88	87	31
88	54	380
89	75	178
90	130	255
90	73	391
91	86	373
92	96	241
92	61	398
92	52	409
92	100	438
93	130	66
93	131	90
93	117	236
93	41	303
94	157	259
95	59	81
95	76	103
95	65	122
95	60	171
95	55	195
95	62	248
95	111	287
95	22	298
95	110	306
95	107	341
95	78	438
96	109	215
96	92	241
96	94	265
96	150	341
98	147	448
99	157	82
99	142	101
99	148	120
99	129	277
100	92	441
101	5	179
101	119	312
101	28	364
101	79	396
101	10	416
102	106	93
102	126	140
102	22	358
102	134	389
103	51	49
103	120	67
103	105	162
103	107	217
103	152	289
103	162	302
103	141	332
104	228	218
104	161	246
104	107	275
104	15	356
104	29	371
106	52	13
106	102	149
106	105	207
106	161	219
106	135	265
106	126	386
106	120	436
108	123	65
108	52	120
108	123	356
108	129	446
109	113	2
109	152	12
109	113	41
109	128	268
109	52	305
110	137	201
110	166	228
110	95	315
112	141	72
112	172	101
112	145	189
112	156	227
112	177	251
112	145	323
113	112	87
115	120	2
115	126	15
115	134	90
115	227	191
116	118	35
116	114	51
116	42	109
116	46	196
116	11	212
116	29	240
116	122	411
117	118	24
117	114	64
119	42	193
119	46	252
119	4	263
119	101	312
119	70	340
119	6	345
119	16	379
119	8	389
119	79	394
119	3	419
120	115	3
120	136	58
120	103	154
120	36	427
122	104	45
122	21	134
122	15	210
122	159	236
123	108	33
123	122	52
123	106	78
123	161	339
123	108	351
123	124	416
125	122	5
125	104	47
125	105	55
125	129	129
125	151	221
125	228	353
125	120	399
125	129	408
125	161	439
126	115	15
126	122	45
126	104	55
126	105	84
126	106	371
126	162	416
129	133	29
129	40	113
129	125	129
129	103	172
129	51	226
129	99	276
129	51	306
129	120	400
129	125	406
130	225	12
130	93	67
130	100	158
130	86	214
130	84	235
130	90	263
132	146	76
132	63	96
132	96	193
132	113	344
132	97	441
133	46	162
133	29	192
133	49	234
133	21	273
133	55	390
133	60	418
134	115	89
135	126	21
135	120	71
135	136	85
135	105	110
135	126	131
135	40	225
134	48	249
135	106	301
136	103	38
136	125	67
136	104	76
136	40	82
136	50	143
136	41	346
137	145	335
138	139	106
139	138	103
141	140	210
143	157	39
143	149	71
144	179	176
145	175	166
146	54	181
146	86	187
146	98	311
146	59	391
146	112	409
147	156	322
147	31	352
147	103	383
147	98	403
148	132	56
148	156	81
151	223	94
152	169	326
155	137	3
156	132	176
156	145	196
156	148	231
156	96	286
156	147	326
158	177	87
158	45	93
158	143	156
159	45	366
159	49	447
160	217	9
160	159	99
160	134	119
160	115	123
160	40	180
160	120	201
160	129	226
160	51	361
161	104	241
161	125	362
161	227	403
161	102	428
