1	7
1	10
4	17
5	6
5	54
6	5
6	13
7	8
7	9
7	13
7	1
7	32
10	7
10	1
11	12
11	64
11	39
11	26
11	30
13	10
14	30
14	44
15	3
17	16
17	4
18	19
18	20
18	37
18	28
18	34
18	32
18	58
18	57
19	55
19	18
20	19
20	25
22	23
22	24
22	38
22	42
22	27
22	44
22	70
22	52
22	31
22	36
22	43
22	27
22	41
22	10
22	12
23	65
23	69
24	11
24	62
24	45
24	50
24	51
24	66
25	38
25	39
25	20
25	4
26	55
27	38
27	42
27	44
27	36
27	41
27	12
27	6
29	31
29	27
29	44
29	50
30	11
30	18
30	14
30	28
31	29
31	46
31	36
31	44
31	29
32	18
32	59
32	7
33	34
34	31
35	40
35	41
35	1
35	12
35	50
35	24
35	42
35	51
36	46
37	45
37	62
37	69
37	22
37	23
37	48
37	26
37	20
37	19
37	42
37	45
37	35
37	41
37	50
38	39
38	48
40	41
41	1
41	35
41	40
42	44
42	51
44	50
44	42
44	70
44	27
44	53
45	37
45	41
46	53
47	57
47	43
47	27
47	17
48	65
48	69
48	23
48	56
48	38
48	39
50	42
50	40
50	37
52	53
54	7
54	5
55	26
55	39
55	69
56	64
56	49
56	39
56	69
56	26
57	56
57	7
57	18
58	59
61	71
62	63
66	47
67	66
67	52
68	67
70	53
