1	36
1	35
1	47
1	4
1	2
1	13
1	129
1	27
1	7
1	8
1	21
2	4
2	5
2	49
2	10
3	5
3	28
3	138
3	85
3	86
4	49
5	34
5	47
5	48
5	3
6	18
6	123
6	113
6	106
6	107
7	8
7	60
7	129
7	23
8	123
9	8
9	60
9	12
9	22
9	132
9	14
10	8
10	13
10	9
11	21
11	24
11	29
11	54
11	43
11	47
11	103
11	163
11	106
12	9
12	15
12	73
12	72
12	94
12	101
12	102
13	6
13	60
13	8
13	1
13	16
13	49
13	4
14	131
13	132
14	54
15	116
15	3
15	11
15	119
15	28
15	42
16	12
16	1
16	49
16	13
16	29
16	58
17	24
17	28
17	54
17	32
17	118
17	20
17	47
17	35
17	48
17	2
17	36
18	6
18	135
18	131
19	14
19	168
19	166
20	24
20	153
20	54
20	46
21	17
21	11
21	16
21	22
21	13
21	27
21	1
23	10
23	22
27	7
27	8
27	1
28	145
28	129
28	29
28	44
28	31
28	38
28	64
28	73
31	20
31	30
32	30
32	44
32	53
32	58
34	47
40	50
40	35
40	4
40	49
40	41
41	163
41	118
41	138
41	36
41	43
41	40
43	26
43	24
43	4
44	58
46	118
46	43
46	28
46	117
46	61
46	39
46	33
47	48
47	1
47	11
47	46
47	138
47	150
47	118
47	116
49	48
49	47
49	30
49	4
52	175
52	103
52	106
52	105
52	118
52	150
52	149
53	11
54	44
54	153
54	122
54	14
55	59
57	81
58	16
61	39
61	78
61	62
61	42
61	46
66	65
66	81
66	84
66	87
72	12
72	71
73	74
73	104
74	73
75	57
76	77
76	57
77	57
77	81
79	78
79	75
79	64
79	31
79	28
79	103
79	38
79	100
80	78
81	75
82	91
82	74
83	91
83	104
83	112
83	173
83	114
103	100
103	163
103	119
103	47
103	53
103	32
106	175
106	100
108	107
108	175
111	112
111	114
111	108
112	119
112	94
112	102
112	101
113	107
113	52
117	118
118	46
118	154
118	79
118	150
119	163
120	119
120	56
121	122
122	151
122	149
122	26
122	129
122	54
122	8
123	156
123	157
123	129
123	132
123	8
123	129
124	126
124	125
127	84
127	90
127	91
127	89
127	104
127	115
127	173
129	9
129	7
130	131
130	19
131	14
131	18
132	123
133	62
133	56
133	38
133	41
133	163
133	73
133	74
133	72
135	131
135	18
136	138
136	137
137	139
138	116
140	174
140	109
141	143
143	144
150	121
150	151
150	118
150	53
151	148
156	157
158	141
163	119
163	103
164	169
165	168
165	169
165	164
166	19
167	131
169	170
