2	28
2	16
2	31
2	30
2	29
2	18
2	78
2	79
3	36
3	25
4	5
5	4
7	8
7	54
7	76
7	68
7	69
9	8
9	10
10	9
11	15
11	52
11	14
11	13
11	10
11	51
11	12
11	53
12	55
12	58
12	53
13	14
13	12
13	40
14	11
14	51
14	69
14	28
14	7
14	51
14	56
14	12
14	34
16	33
16	67
16	29
16	18
16	80
16	78
16	29
17	66
19	20
19	23
19	24
19	70
24	71
25	72
25	26
25	27
25	22
25	27
25	3
27	26
27	3
27	25
27	8
27	51
27	11
29	18
29	79
29	2
30	2
30	31
30	58
32	28
32	57
32	75
32	53
33	31
33	30
33	18
33	34
33	66
33	60
33	65
33	34
36	3
38	45
38	44
38	47
40	13
44	48
44	46
46	86
47	85
47	38
48	38
51	52
51	55
53	12
57	75
57	32
66	17
67	75
67	2
67	76
67	54
68	83
69	70
69	71
69	14
69	32
69	75
69	77
69	59
69	7
69	11
69	51
69	52
69	68
69	54
72	73
73	72
74	71
75	32
86	49
